id,view_count,rating_count,upvote_count,share_count,comment_count
752,5,0,2,0,0
751,0,0,0,0,0
750,0,0,0,0,0
748,1,0,0,0,0
746,0,0,0,0,0
745,1,0,0,0,0
744,1,0,0,0,0
743,0,0,0,0,0
742,2,0,2,0,0
727,27,6,2,0,2
726,13,5,1,0,0
725,3,0,0,0,0
724,37,19,2,0,0
723,11,7,0,0,0
722,18,6,1,0,1
721,3,0,1,0,1
720,0,0,0,0,0
719,0,0,0,0,0
718,1,0,0,0,0
717,1,0,0,0,0
716,2,0,0,0,0
715,2,0,0,0,0
714,3,0,1,0,0
713,1,0,0,0,0
712,0,0,0,0,0
711,1,0,0,0,0
709,0,0,0,0,0
708,1,0,0,0,0
707,2,0,0,0,0
706,3,0,0,0,0
705,2,0,0,0,0
704,1,0,0,0,0
703,1,0,1,0,0
702,2,0,1,0,0
701,1,0,0,0,0
700,1,0,0,0,0
699,0,0,0,0,0
698,8,2,2,0,0
697,10,2,1,0,0
696,12,3,0,0,0
695,15,4,1,0,0
694,9,2,1,0,0
693,9,3,1,0,0
692,7,5,1,0,0
691,7,3,0,0,0
690,0,0,0,0,0
689,0,0,0,0,0
687,1,0,0,0,0
686,2,0,1,0,0
685,1,0,1,0,0
684,0,0,0,0,0
683,1,0,0,0,0
682,0,0,0,0,0
681,3,0,0,0,0
680,0,0,1,0,0
679,0,0,0,0,0
678,0,0,0,0,0
677,0,0,0,0,0
676,0,0,0,0,0
675,0,0,0,0,0
674,0,0,0,0,0
673,0,0,0,0,0
672,0,0,0,0,0
671,0,0,0,0,0
670,2,0,0,0,0
669,0,0,0,0,0
668,0,0,0,0,0
667,1,0,0,0,0
666,1,0,0,0,0
665,0,0,0,0,0
664,3,0,1,0,0
663,2,0,1,0,0
662,3,0,1,0,0
660,5,0,1,0,0
659,3,0,1,0,0
658,17,8,0,0,0
657,8,0,3,0,0
656,8,0,0,0,0
655,22,0,1,0,0
654,10,1,0,0,0
652,13,3,1,0,0
651,7,1,0,0,0
650,4,1,0,0,0
648,8,0,0,0,0
647,15,4,0,0,0
646,1,0,0,0,0
645,3,0,0,0,0
644,1,0,0,0,0
643,2,0,0,0,0
642,1,0,0,0,0
641,3,1,1,0,0
640,1,0,1,0,0
639,2,0,0,0,0
638,15,10,1,0,0
637,2,0,1,0,0
636,1,0,0,0,0
635,27,0,4,0,2
634,27,0,6,0,2
633,57,5,7,0,0
631,31,0,7,0,4
629,79,6,5,0,0
627,31,6,0,0,0
626,42,0,6,0,5
625,27,0,3,0,1
624,11,0,0,0,0
623,10,0,3,0,0
622,5,0,0,0,0
621,6,0,0,0,0
620,2,0,0,0,0
619,17,0,3,0,2
618,8,0,3,0,1
617,15,0,1,0,2
616,11,0,2,0,0
614,10,0,1,0,0
613,2,0,0,0,0
612,1,0,0,0,0
611,5,0,0,0,0
610,4,0,1,0,0
609,5,0,1,0,0
608,12,0,2,0,0
607,1,0,1,0,0
606,4,0,3,0,0
605,1,0,2,0,0
604,1,0,1,0,0
603,0,0,1,0,0
602,0,0,1,0,0
601,2,0,2,0,0
595,2,0,1,0,0
590,136,5,11,0,5
588,45,0,2,0,3
586,38,0,7,0,1
583,95,3,6,0,2
580,1,0,2,0,0
579,0,0,0,0,0
578,2,0,0,0,0
577,1,0,1,0,0
576,7,0,2,0,2
575,4,0,1,0,1
574,3,0,0,0,0
573,0,0,0,0,0
572,0,0,0,0,0
571,3,0,0,0,1
570,0,0,0,0,0
569,10,0,0,0,0
563,16,0,2,0,1
560,279,49,13,0,1
558,102,7,4,0,3
556,10,0,1,0,0
551,87,12,3,0,1
549,162,41,8,0,0
548,60,4,1,0,0
547,6,0,2,0,0
546,48,4,5,0,1
540,106,36,5,0,1
538,5,0,1,0,0
537,2,0,0,0,0
536,0,0,0,0,0
535,0,0,0,0,0
534,0,0,0,0,0
533,1,0,0,0,1
532,0,0,0,0,0
531,1,0,0,0,0
530,0,0,0,0,0
528,0,0,0,0,1
527,2,0,1,0,0
526,1,0,0,0,0
525,1,0,1,0,0
524,1,0,0,0,0
523,8,0,0,0,0
522,0,0,0,0,0
521,0,0,0,0,0
520,0,0,0,0,0
519,2,0,0,0,0
518,6,0,0,0,1
517,35,4,1,0,2
516,55,17,1,0,0
515,3,0,1,0,0
514,1,0,0,0,0
513,37,6,1,0,2
512,45,11,2,0,0
511,1,0,0,0,0
510,5,0,0,0,0
509,4,0,0,0,0
508,2,0,0,0,0
507,0,0,0,0,0
506,0,0,0,0,0
505,0,0,0,0,0
504,0,0,0,0,0
503,1,0,0,0,0
502,9,0,0,0,2
501,2,0,0,0,0
500,9,0,0,0,0
499,6,0,2,0,0
498,2,0,1,0,0
497,2,0,2,0,0
496,14,0,2,0,0
494,4,0,2,0,0
492,3,0,0,0,0
491,62,0,2,0,0
490,2,0,0,0,0
489,2,0,0,0,0
488,2,0,1,0,0
487,3,0,1,0,0
480,0,0,0,0,0
479,0,0,0,0,0
478,0,0,0,0,0
477,2,0,1,0,0
476,0,0,0,0,0
475,0,0,0,0,0
474,0,0,0,0,0
473,2,0,0,0,0
472,1,0,0,0,0
471,1,0,0,0,0
470,0,0,0,0,0
469,52,3,3,0,4
468,4,0,1,0,0
467,3,0,1,0,0
466,5,0,1,0,0
464,4,0,1,0,0
463,6,0,1,0,0
462,12,0,2,0,0
461,34,7,3,0,0
460,4,0,2,0,0
459,32,0,8,0,6
458,4,0,2,0,0
457,3,0,1,0,0
456,4,0,1,0,0
455,3,0,2,0,0
454,7,0,2,0,0
453,14,0,4,0,0
452,7,0,2,0,0
451,4,0,1,0,0
449,5,0,2,0,1
448,6,0,0,0,0
447,4,0,1,0,0
446,2,0,0,0,0
445,0,0,0,0,0
444,0,0,0,0,0
443,0,0,0,0,0
442,0,0,0,0,0
441,0,0,0,0,0
440,0,0,0,0,0
439,1,0,0,0,0
438,5,0,1,0,0
437,16,3,2,0,0
436,22,6,3,0,0
434,13,7,2,0,0
433,6,0,2,0,0
432,2,0,1,0,0
430,8,0,2,0,0
428,3,0,1,0,0
427,15,0,2,0,0
426,21,6,2,0,1
425,7,0,1,0,0
424,9,5,1,0,0
423,22,3,2,0,0
422,21,4,1,0,0
421,2,0,0,0,0
419,6,4,0,0,0
418,2,0,0,0,0
417,1,0,1,0,0
416,10,4,1,0,0
415,85,20,5,0,0
414,10,4,0,0,0
413,2,0,0,0,0
412,6,0,1,0,0
411,1,0,0,0,0
410,1,0,0,0,0
409,1,0,0,0,0
408,2,0,0,0,0
407,1,0,0,0,0
406,1,0,0,0,0
405,0,0,0,0,0
404,2,0,0,0,0
403,0,0,0,0,0
401,0,0,0,0,0
399,0,0,0,0,0
398,1,0,0,0,0
397,1,0,0,0,0
396,0,0,0,0,0
395,0,0,0,0,0
394,2,0,0,0,0
393,2,0,0,0,0
392,2,0,0,0,0
391,1,0,0,0,0
390,9,5,1,0,0
389,5,4,0,0,0
388,1,0,1,0,0
387,4,0,0,0,0
386,12,4,0,0,0
385,7,3,0,0,0
384,2,0,0,0,0
383,9,4,1,0,0
381,2,0,0,0,0
380,1,0,0,0,0
379,10,5,0,0,0
378,11,4,1,0,0
377,19,13,1,0,0
376,7,5,1,0,0
375,12,4,0,0,0
374,0,0,0,0,0
373,2,0,0,0,0
372,0,0,0,0,0
371,0,0,1,0,0
370,5,0,1,0,0
368,0,0,0,0,0
367,3,0,0,0,0
366,1,0,1,0,0
365,13,4,1,0,0
364,7,3,1,0,0
363,15,8,0,0,0
362,27,11,0,0,0
361,9,5,0,0,0
359,18,8,2,0,0
358,6,2,1,0,0
341,0,0,0,0,0
339,0,0,0,0,0
338,0,0,0,0,0
337,0,0,0,0,0
336,0,0,0,0,0
335,0,0,0,0,0
328,1,0,0,0,0
327,0,0,0,0,0
326,0,0,0,0,0
325,0,0,0,0,0
324,0,0,0,0,1
323,0,0,0,0,0
321,0,0,0,0,0
320,0,0,0,0,0
319,0,0,0,0,0
303,0,0,0,0,0
302,0,0,0,0,0
301,0,0,0,0,0
299,0,0,0,0,0
298,0,0,2,0,0
297,0,0,0,0,0
296,0,0,1,0,0
295,0,0,0,0,0
269,1,0,1,0,2
267,1,0,0,0,0
266,0,0,0,0,0
264,0,0,0,0,0
263,0,0,0,0,0
261,0,0,0,0,0
260,0,0,0,0,0
259,1,0,0,0,0
258,1,0,0,0,0
257,0,0,0,0,0
252,9,5,1,0,3
247,11,5,0,0,0
242,0,0,0,0,0
241,0,0,0,0,0
238,0,0,0,0,0
237,0,0,0,0,0
235,0,0,0,0,0
234,0,0,0,0,0
231,0,0,0,0,0
230,1,0,0,0,0
229,2,0,0,0,0
228,1,0,1,0,0
227,1,0,0,0,0
226,1,0,0,0,0
225,0,0,0,0,0
224,1,0,0,0,0
223,0,0,0,0,0
222,0,0,0,0,0
221,1,0,0,0,0
220,1,0,0,0,0
219,0,0,0,0,0
216,3,0,1,0,0
213,14,7,0,0,0
212,6,0,0,0,0
211,4,0,0,0,0
209,14,7,0,0,0
207,0,0,1,0,0
205,0,0,0,0,0
203,0,0,0,0,0
202,0,0,0,0,0
201,0,0,0,0,0
200,0,0,0,0,0
198,0,0,0,0,0
196,0,0,0,0,0
195,0,0,0,0,0
193,2,0,1,0,0
191,1,0,1,0,0
190,0,0,2,0,0
189,2,0,2,0,0
186,1,0,0,0,0
177,38,15,2,0,0
176,21,9,0,0,0
175,22,9,2,0,4
173,142,43,9,0,1
171,16,5,2,0,0
169,11,4,2,0,0
168,11,3,1,0,0
167,15,4,1,0,2
166,9,5,1,0,0
165,33,14,1,0,0
164,47,6,3,0,1
163,45,15,2,0,0
161,114,35,8,0,2
160,37,5,2,0,0
159,303,62,21,0,1
158,34,9,2,0,0
156,13,5,0,0,0
155,42,8,2,0,0
154,63,17,1,0,0
153,58,6,2,0,2
152,66,5,1,0,0
151,128,30,6,0,10
150,116,24,1,0,0
148,85,5,2,0,0
147,13,6,0,0,0
143,103,32,4,0,0
142,53,9,4,0,0
138,15,5,0,0,0
137,21,10,0,0,0
135,16,6,1,0,0
133,9,5,1,0,0
132,11,5,1,0,0
131,7,5,1,0,0
130,29,9,0,0,0
129,14,5,0,0,0
100,15,7,2,0,0
97,7,0,2,0,0
95,2,0,0,0,0
94,3,0,1,0,0
93,1,0,0,0,0
91,0,0,0,0,0
90,0,0,0,0,0
89,0,0,0,0,0
88,0,0,1,0,0
86,71,12,3,0,2
85,14,7,0,0,0
84,36,10,5,0,0
83,28,5,1,0,0
82,36,5,2,0,0
81,63,0,6,0,7
80,0,0,1,0,0
79,0,0,0,0,0
78,0,0,0,0,0
77,1,0,1,0,0
75,0,0,1,0,0
74,0,0,1,0,0
73,0,0,1,0,0
72,0,0,0,0,0
71,0,0,0,0,0
70,1,0,0,0,0
69,0,0,0,0,0
68,0,0,0,0,0
67,7,0,2,0,1
66,6,0,4,0,2
65,2,0,3,0,1
64,3,0,4,0,1
63,3,0,3,0,2
62,0,0,1,0,0
61,0,0,1,0,1
60,30,6,1,0,2
59,16,4,1,0,0
58,17,5,2,0,0
56,77,28,6,0,0
54,6,0,1,0,0
52,123,12,5,0,1
50,12,5,1,0,1
49,20,6,1,0,0
47,14,4,1,0,0
46,14,5,0,0,0
44,139,35,10,0,0
43,68,30,2,0,0
40,45,11,3,0,0
39,20,4,2,0,0
38,45,14,1,0,0
36,27,11,3,0,0
35,16,6,1,0,0
34,9,6,1,0,0
33,79,25,4,0,0
32,10,4,1,0,0
31,100,36,3,0,0
30,10,5,1,0,0
29,14,5,2,0,0
28,11,3,0,0,0
27,14,5,0,0,0
26,18,4,2,0,0
23,15,6,1,0,0
19,132,17,2,0,0
17,15,5,1,0,0
16,27,11,3,0,0
15,29,9,1,0,0
14,27,6,2,0,0
13,78,40,0,0,0
12,3,0,2,0,0
11,4,1,1,2,0
