id,popularity_score
1064,181.72727272727278
1062,162.4545454545455
1066,159.4545454545455
1065,154.3636363636364
159,131.18181818181822
560,117.45454545454547
549,72.00000000000001
173,65.2727272727273
44,62.363636363636374
151,56.909090909090914
590,53.45454545454546
19,53.45454545454546
161,52.81818181818182
1088,52.181818181818194
540,49.545454545454554
150,49.36363636363637
52,49.18181818181819
143,47.36363636363637
31,47.18181818181819
1063,44.81818181818183
13,40.27272727272728
558,40.18181818181819
415,37.72727272727273
56,37.18181818181819
583,36.81818181818183
33,36.727272727272734
551,35.72727272727274
1087,34.81818181818182
43,33.727272727272734
1060,33.27272727272728
148,33.0909090909091
979,32.81818181818183
629,31.727272727272737
1057,31.545454545454554
1059,31.090909090909097
86,30.00000000000001
1055,29.36363636363637
1079,28.63636363636364
154,28.18181818181819
1086,27.18181818181819
81,27.000000000000007
1080,26.27272727272728
152,26.000000000000007
491,25.545454545454554
516,25.27272727272728
633,23.818181818181824
548,23.545454545454554
153,23.45454545454546
142,22.909090909090917
1085,21.909090909090914
1056,21.54545454545455
163,21.27272727272728
38,20.818181818181827
469,20.818181818181827
841,20.54545454545455
1053,20.45454545454546
40,20.36363636363637
512,20.181818181818187
546,19.72727272727273
164,19.54545454545455
724,19.45454545454546
588,19.36363636363637
1081,19.363636363636367
626,19.181818181818183
177,18.727272727272734
155,18.272727272727277
1084,17.909090909090914
1006,17.54545454545455
586,17.54545454545455
1054,17.181818181818187
84,17.181818181818187
1092,16.81818181818182
165,16.45454545454546
459,16.000000000000004
160,15.636363636363638
513,15.636363636363638
158,15.636363636363638
780,15.545454545454549
631,15.272727272727275
461,15.272727272727275
82,15.272727272727275
1052,15.181818181818183
779,14.636363636363638
517,14.363636363636367
1083,14.272727272727275
1082,14.090909090909093
130,14.000000000000002
627,13.909090909090912
770,13.818181818181822
16,13.81818181818182
36,13.81818181818182
362,13.81818181818182
1032,13.72727272727273
15,13.636363636363638
634,13.454545454545457
1078,13.181818181818183
1031,13.181818181818183
60,13.090909090909093
635,13.090909090909092
625,12.81818181818182
14,12.272727272727275
767,12.181818181818185
727,12.181818181818183
83,12.181818181818183
1033,11.909090909090912
137,11.363636363636365
784,11.363636363636365
175,11.363636363636365
1074,11.181818181818183
377,11.090909090909093
176,11.090909090909093
997,11.000000000000004
655,10.81818181818182
436,10.636363636363638
1077,10.090909090909092
1073,10.090909090909092
426,9.90909090909091
984,9.81818181818182
423,9.636363636363638
49,9.545454545454547
359,9.545454545454547
570,9.363636363636365
201,9.363636363636365
521,9.363636363636365
195,9.363636363636365
200,9.363636363636365
198,9.363636363636365
795,9.363636363636365
794,9.363636363636365
824,9.363636363636365
1038,9.363636363636365
196,9.363636363636365
223,9.363636363636365
225,9.363636363636365
981,9.363636363636365
658,9.363636363636365
505,9.363636363636365
470,9.363636363636365
474,9.363636363636365
475,9.363636363636365
476,9.363636363636365
257,9.363636363636365
202,9.363636363636365
203,9.363636363636365
205,9.363636363636365
958,9.363636363636365
405,9.363636363636365
800,9.363636363636365
579,9.363636363636365
999,9.363636363636365
504,9.363636363636365
520,9.363636363636365
222,9.363636363636365
219,9.363636363636365
990,9.363636363636365
572,9.363636363636365
573,9.363636363636365
522,9.363636363636365
530,9.363636363636365
536,9.363636363636365
535,9.363636363636365
534,9.363636363636365
532,9.363636363636365
1075,9.363636363636365
1159,9.363636363636365
1156,9.363636363636365
1158,9.363636363636365
479,9.363636363636365
478,9.363636363636365
242,9.363636363636365
241,9.363636363636365
238,9.363636363636365
237,9.363636363636365
235,9.363636363636365
234,9.363636363636365
231,9.363636363636365
944,9.363636363636365
937,9.363636363636365
936,9.363636363636365
935,9.363636363636365
303,9.363636363636365
302,9.363636363636365
970,9.363636363636365
964,9.363636363636365
963,9.363636363636365
962,9.363636363636365
961,9.363636363636365
960,9.363636363636365
673,9.363636363636365
672,9.363636363636365
480,9.363636363636365
676,9.363636363636365
682,9.363636363636365
684,9.363636363636365
689,9.363636363636365
68,9.363636363636365
69,9.363636363636365
669,9.363636363636365
668,9.363636363636365
665,9.363636363636365
699,9.363636363636365
709,9.363636363636365
677,9.363636363636365
678,9.363636363636365
679,9.363636363636365
719,9.363636363636365
720,9.363636363636365
327,9.363636363636365
335,9.363636363636365
336,9.363636363636365
337,9.363636363636365
338,9.363636363636365
339,9.363636363636365
674,9.363636363636365
671,9.363636363636365
72,9.363636363636365
71,9.363636363636365
263,9.363636363636365
264,9.363636363636365
297,9.363636363636365
299,9.363636363636365
266,9.363636363636365
295,9.363636363636365
924,9.363636363636365
301,9.363636363636365
925,9.363636363636365
926,9.363636363636365
929,9.363636363636365
927,9.363636363636365
690,9.363636363636365
675,9.363636363636365
326,9.363636363636365
325,9.363636363636365
323,9.363636363636365
321,9.363636363636365
874,9.363636363636365
873,9.363636363636365
872,9.363636363636365
893,9.363636363636365
320,9.363636363636365
319,9.363636363636365
912,9.363636363636365
910,9.363636363636365
907,9.363636363636365
906,9.363636363636365
905,9.363636363636365
261,9.363636363636365
260,9.363636363636365
341,9.363636363636365
443,9.363636363636365
444,9.363636363636365
372,9.363636363636365
368,9.363636363636365
858,9.363636363636365
374,9.363636363636365
445,9.363636363636365
857,9.363636363636365
441,9.363636363636365
440,9.363636363636365
854,9.363636363636365
855,9.363636363636365
856,9.363636363636365
442,9.363636363636365
89,9.363636363636365
90,9.363636363636365
91,9.363636363636365
881,9.363636363636365
712,9.363636363636365
751,9.363636363636365
750,9.363636363636365
422,9.363636363636365
746,9.363636363636365
1157,9.363636363636365
1131,9.363636363636365
1126,9.363636363636365
1136,9.363636363636365
1124,9.363636363636365
395,9.363636363636365
743,9.363636363636365
79,9.363636363636365
78,9.363636363636365
850,9.363636363636365
396,9.363636363636365
403,9.363636363636365
401,9.363636363636365
507,9.363636363636365
399,9.363636363636365
506,9.363636363636365
801,9.363636363636365
802,9.363636363636365
803,9.363636363636365
804,9.363636363636365
805,9.363636363636365
806,9.363636363636365
809,9.363636363636365
619,9.272727272727273
528,9.181818181818183
1030,9.181818181818183
847,9.181818181818183
190,9.181818181818183
298,9.181818181818183
39,9.181818181818183
324,9.181818181818183
80,9.000000000000002
680,9.000000000000002
602,9.000000000000002
75,9.000000000000002
371,9.000000000000002
207,9.000000000000002
296,9.000000000000002
73,9.000000000000002
88,9.000000000000002
1026,9.000000000000002
74,9.000000000000002
62,9.000000000000002
603,9.000000000000002
1071,8.81818181818182
638,8.81818181818182
61,8.81818181818182
563,8.636363636363638
1025,8.636363636363638
363,8.636363636363638
722,8.636363636363638
26,8.454545454545457
427,8.454545454545457
453,8.454545454545455
58,8.363636363636365
617,8.181818181818183
100,8.181818181818183
822,8.090909090909092
35,8.090909090909092
496,8.090909090909092
135,8.090909090909092
85,8.000000000000002
171,8.000000000000002
213,8.000000000000002
209,8.000000000000002
138,7.81818181818182
983,7.818181818181818
23,7.727272727272728
1076,7.7272727272727275
647,7.545454545454547
59,7.545454545454546
17,7.454545454545456
129,7.454545454545455
46,7.454545454545455
434,7.454545454545455
437,7.454545454545455
27,7.454545454545455
147,7.363636363636365
462,7.363636363636364
608,7.363636363636364
796,7.272727272727273
29,7.2727272727272725
624,7.181818181818183
837,7.181818181818183
942,7.1818181818181825
695,7.1818181818181825
167,7.090909090909092
156,7.090909090909092
616,7.000000000000001
